title,link
Oracle.WebLogic.Server.Java.Object.XML.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/57279
TP-Link.TL-WA850RE.syslog.filter.json.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57270
ABB.Cylon.ASPECT.mstpstatus.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56954
Teldat.Routers.cmdcookie.XSS,https://www.fortiguard.com/encyclopedia/ips/57224
Bell.Home.Hub.3000.DestinationEmailAddress.XSS,https://www.fortiguard.com/encyclopedia/ips/57212
MS.Windows.CVE-2025-21219.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57062
MS.Windows.CVE-2025-21268.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57063
Progress.WhatsUp.Gold.SnmpExtendedActiveMonitor.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57101
ABB.Cylon.ASPECT.WatchDogServlet.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/57047
WordPress.Plugin.Tainacan.get_file.Function.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57051
TOTOLINK.EX200.RebootSystem.DoS,https://www.fortiguard.com/encyclopedia/ips/57030
TP-Link.VN020-F3v.WANIPConnection.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56991
Tenda.AC15.SysToolReboot.CSRF,https://www.fortiguard.com/encyclopedia/ips/57000
WordPress.Plugin.Elementor.Accordion.Widget.XSS,https://www.fortiguard.com/encyclopedia/ips/56997
WordPress.Plugin.Elementor.Column.Element.XSS,https://www.fortiguard.com/encyclopedia/ips/56994
WordPress.Plugin.Elementor.Divider.Widget.XSS,https://www.fortiguard.com/encyclopedia/ips/56996
WordPress.Plugin.Elementor.Heading.Widget.XSS,https://www.fortiguard.com/encyclopedia/ips/56995
WordPress.Plugin.Elementor.Icon.Box.Widget.XSS,https://www.fortiguard.com/encyclopedia/ips/56998
WordPress.Plugin.Elementor.Image.Box.Widget.XSS,https://www.fortiguard.com/encyclopedia/ips/56999
WordPress.Plugin.Elementor.Website.Builder.Lightbox.XSS,https://www.fortiguard.com/encyclopedia/ips/56978
Eclipse.Jetty.Web.Server.WEB-INF.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56977
Omada.Identity.workitemdlg.XSS,https://www.fortiguard.com/encyclopedia/ips/56943
AUO.Solar.Data.Recorder.config.htm.addr.XSS,https://www.fortiguard.com/encyclopedia/ips/56883
Badger.Meter.Monitool.Export.Data.Files.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56917
D-Link.DI-8003.Tgfile.fn.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56927
Sophos.Cyberoam.UTM.Corporate.XSS,https://www.fortiguard.com/encyclopedia/ips/56891
ESAFENET.CDG.5.NetSecConfigService.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56775
EnGenius.ESR580.A8J-EMR5000.wlan1.XSS,https://www.fortiguard.com/encyclopedia/ips/56819
NETGEAR.XR300.httpd.binary.Multiple.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56881
Siemens.Omnivise.T3000.RemoteDiagnosticView.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56870
Tenda.AC1206.ate_ifconfig_set.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56816
Cisco.Adaptive.Security.Appliance.WebVPN.login.XSS,https://www.fortiguard.com/encyclopedia/ips/56869
NETGEAR.R8500.httpd.binary.Multiple.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56853
Tenda.AC8v4.SetNetControlList.list.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56811
Tenda.i22.SysToo.Content-Length.DoS,https://www.fortiguard.com/encyclopedia/ips/56850
Multiple.Vendors.syscmd.Backdoor.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56865
Linksys.EA7500.username.XSS,https://www.fortiguard.com/encyclopedia/ips/56848
MS.Windows.Themes.File.Spoofing.NTLM.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56821
Cisco.ASA.FTD.RAVPN.CVE-2024-20481.DoS,https://www.fortiguard.com/encyclopedia/ips/56810
LevelOne.WBR-6012.Web.Application.fwug.DoS,https://www.fortiguard.com/encyclopedia/ips/56804
AsyncSSH.Extension.Info.Message.Extension.Downgrade,https://www.fortiguard.com/encyclopedia/ips/54744
VMware.Aria.Operations.for.Networks.Login.Banner.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/54775
Google.Chrome.Autofill.CVE-2021-21215.Security.UI.Spoofing,https://www.fortiguard.com/encyclopedia/ips/54709
Roundcube.Webmail.rcube_string_replacer.XSS,https://www.fortiguard.com/encyclopedia/ips/54673
OpenSSH.Terrapin.Attack,https://www.fortiguard.com/encyclopedia/ips/54577
GStreamer.gst-plugins-good.gstflacparse.Integer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54541
Netgate.pfSense.status_logs_filter_dynamic.php.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/54543
WordPress.wp_lang.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/54545
