title,link
MS.Windows.File.Explorer.CVE-2024-38100.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57073
Paradox.Security.Systems.IPR512.login.html.XSS,https://www.fortiguard.com/encyclopedia/ips/57230
Wavlink.AC3000.nas.proftpd.ftp_max_sessions.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57233
Wavlink.AC3000.nas.proftpd.ftp_name.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57231
Wavlink.AC3000.nas.proftpd.ftp_port.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57232
4ipnet.EAP-767.getPing.egi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57223
D-Link.DAR-8000.autheditpwd.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57205
D-Link.DIR-845L.bsc_sms_inbox.php.XSS,https://www.fortiguard.com/encyclopedia/ips/57207
D-Link.Devices.Tool.uploadfile.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/57204
D-Link.Devices.licence.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/57202
D-Link.Devices.updateos.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/57203
SimpleHelp.Remote.Support.CVE-2024-57727.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57217
Wavlink.AC3000.nas.cgi.add_dir.adddir_name.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57200
Wavlink.AC3000.nas.cgi.add_dir.disk_part.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57201
CyberPower.PowerPanel.Business.needRestart.DoS,https://www.fortiguard.com/encyclopedia/ips/57174
Observium.add_alert_check.XSS,https://www.fortiguard.com/encyclopedia/ips/57191
Observium.mapname.XSS,https://www.fortiguard.com/encyclopedia/ips/57193
Observium.vlan.XSS,https://www.fortiguard.com/encyclopedia/ips/57192
Wavlink.AC3000.adm.cgi.set_MeshAp.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57183
Wavlink.AC3000.adm.cgi.set_TR069.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57175
Wavlink.AC3000.qos.cgi.qos_bandwidth.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57137
Wavlink.AC3000.qos.cgi.qos_dat.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57138
Wavlink.AC3000.qos.cgi.qos_sta.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57160
Wavlink.AC3000.qos.cgi.qos_sta_settings.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57142
Wavlink.AC3000.qos.cgi.sel_mode.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57139
Wavlink.AC3000.touchlist_sync.cgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57143
Wavlink.AC3000.touchlist_sync.cgi.touchlistsync.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57167
Wavlink.AC3000.touchlist_sync.touchlistsync.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57166
Wavlink.AC3000.usbip.cgi.set_info.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57159
Wavlink.AC3000.wireless.cgi.AddMac.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57144
Wavlink.AC3000.wireless.cgi.DeleteMac.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57154
Wavlink.AC3000.wireless.cgi.SetName.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57153
Wavlink.AC3000.wireless.cgi.set_wifi_basic.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57152
Wavlink.AC3000.wireless.cgi.set_wifi_basic_mesh.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57155
HashiCorp.Consul.register.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57135
PostgreSQL.plpython.CVE-2024-10979.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57136
ABB.Cylon.ASPECT.licenseServerUpdate.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/57119
MS.Excel.CVE-2025-21362.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57057
MS.Windows.CVE-2025-21189.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57060
MS.Windows.CVE-2025-21269.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57064
MS.Windows.CLFS.Driver.CVE-2024-49090.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56938
MS.Windows.CLFS.Driver.CVE-2024-49138.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56940
MS.Windows.CldFlt.CVE-2024-49114.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56939
MS.Windows.ReFS.CVE-2024-49093.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56936
TOTOLINK.A810R.Infostat.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56971
Mitel.MiCollab.NPM.Arbitrary.File.Read,https://www.fortiguard.com/encyclopedia/ips/56968
Mitel.MiCollab.NPM.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56969
Mitel.MiCollab.NPM.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56966
Image.Access.Scan2Net.cfilename.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/56961
Image.Access.Scan2Net.msg_events.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56959
Image.Access.Scan2Net.slogin.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/56960
DrayTek.Vigor3900.commandTable.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56958
Apache.Solr.PKIAuthentication.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56955
PostHog.Database.Import.SSRF,https://www.fortiguard.com/encyclopedia/ips/56956
DrayTek.Vigor3900.download_ovpn.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56951
WezRAT.Botnet,https://www.fortiguard.com/encyclopedia/ips/56882
Acronis.Cyber.Protect.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56948
Apache.Avro.getPropAsClass.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56944
DrayTek.Vigor3900.autodiscovery_clear.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56947
Linksys.E3000.httpd.diag_ping_start.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56945
SonicWall.SonicOS.SSLVPN.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/57302
